fid,profile,record_type,namespace,namespace_for_id,field_id,ui_info_group,ui_path,ui_field_label,xml_path,xml_field_name,data_type,required,repeats,group_repeats,data_source,option_list_values,dumbfieldname,new?
fcart loanin ns2:loansin_common borrowersContact,fcart,loanin,ns2:loansin_common,ns2:loansin_common,loansin_common.borrowersContact,Loan In Information,Borrower,Borrower contact,"",borrowersContact,string,n,n,n/a,authority: person/local,"",loanin borrowersContact,""
fcart loanin ns2:loansin_common borrowersAuthorizer,fcart,loanin,ns2:loansin_common,ns2:loansin_common,loansin_common.borrowersAuthorizer,Loan In Information,Borrower,Borrower authorizer,"",borrowersAuthorizer,string,n,n,n/a,authority: person/local,"",loanin borrowersAuthorizer,""
fcart loanin ns2:loansin_common borrowersAuthorizationDate,fcart,loanin,ns2:loansin_common,ns2:loansin_common,loansin_common.borrowersAuthorizationDate,Loan In Information,Borrower,Borrower authorization date,"",borrowersAuthorizationDate,date,n,n,n/a,"","",loanin borrowersAuthorizationDate,""
fcart loanin ns2:loansin_common loanInConditions,fcart,loanin,ns2:loansin_common,ns2:loansin_common,loansin_common.loanInConditions,Loan In Information,"",Conditions of loan,"",loanInConditions,string,n,n,n/a,"","",loanin loanInConditions,""
fcart loanin ns2:loansin_common loanInNote,fcart,loanin,ns2:loansin_common,ns2:loansin_common,loansin_common.loanInNote,Loan In Information,"",Note,"",loanInNote,string,n,n,n/a,"","",loanin loanInNote,""
fcart loanin ns2:loansin_common loanInDate,fcart,loanin,ns2:loansin_common,ns2:loansin_common,loansin_common.loanInDate,Loan In Information,"",Loan in date,"",loanInDate,date,n,n,n/a,"","",loanin loanInDate,""
fcart loanin ns2:loansin_common loanReturnDate,fcart,loanin,ns2:loansin_common,ns2:loansin_common,loansin_common.loanReturnDate,Loan In Information,"",Loan return date,"",loanReturnDate,date,n,n,n/a,"","",loanin loanReturnDate,""
fcart loanin ns2:loansin_common loanRenewalApplicationDate,fcart,loanin,ns2:loansin_common,ns2:loansin_common,loansin_common.loanRenewalApplicationDate,Loan In Information,"",Loan renewal application date,"",loanRenewalApplicationDate,date,n,n,n/a,"","",loanin loanRenewalApplicationDate,""
fcart loanin ns2:loansin_common creditLine,fcart,loanin,ns2:loansin_common,ns2:loansin_common,loansin_common.creditLine,Loan In Information,"",Credit line,"",creditLine,string,n,n,n/a,"","",loanin creditLine,""
fcart loanout ns2:loansout_common loanOutNumber,fcart,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanOutNumber,Loan Out Information,"",Loan out number,"",loanOutNumber,string,y,n,n/a,"","",loanout loanOutNumber,""
fcart loanout ns2:loansout_common loanPurpose,fcart,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanPurpose,Loan Out Information,"",Loan purpose,"",loanPurpose,string,n,n,n/a,option list: loanPurposes,"analysis, conservationotherrequestedservices, exhibition, longtermcollectionsmanagementandstorage, photography, research, scientificorexhibitpreparation",loanout loanPurpose,""
fcart loanout ns2:loansout_common lendersAuthorizer,fcart,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.lendersAuthorizer,Loan Out Information,Lender,Lender authorizer,"",lendersAuthorizer,string,n,n,n/a,authority: person/local,"",loanout lendersAuthorizer,""
fcart loanout ns2:loansout_common lendersContact,fcart,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.lendersContact,Loan Out Information,Lender,Lender contact,"",lendersContact,string,n,n,n/a,authority: person/local,"",loanout lendersContact,""
fcart loanout ns2:loansout_common lendersAuthorizationDate,fcart,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.lendersAuthorizationDate,Loan Out Information,Lender,Lender authorization date,"",lendersAuthorizationDate,date,n,n,n/a,"","",loanout lendersAuthorizationDate,""
fcart loanout ns2:loansout_common borrower,fcart,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.borrower,Loan Out Information,Borrower,Borrower name,"",borrower,string,n,n,n/a,authority: person/local; authority: organization/local,"",loanout borrower,""
fcart loanout ns2:loansout_common borrowersContact,fcart,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.borrowersContact,Loan Out Information,Borrower,Borrower contact,"",borrowersContact,string,n,n,n/a,authority: person/local,"",loanout borrowersContact,""
fcart loanout ns2:loansout_common borrowersAuthorizer,fcart,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.borrowersAuthorizer,Loan Out Information,Borrower,Borrower authorizer,"",borrowersAuthorizer,string,n,n,n/a,authority: person/local,"",loanout borrowersAuthorizer,""
fcart loanout ns2:loansout_common borrowersAuthorizationDate,fcart,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.borrowersAuthorizationDate,Loan Out Information,Borrower,Borrower authorization date,"",borrowersAuthorizationDate,date,n,n,n/a,"","",loanout borrowersAuthorizationDate,""
fcart loanout ns2:loansout_common specialConditionsOfLoan,fcart,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.specialConditionsOfLoan,Loan Out Information,"",Conditions of loan,"",specialConditionsOfLoan,string,n,n,n/a,"","",loanout specialConditionsOfLoan,""
fcart loanout ns2:loansout_common loanOutNote,fcart,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanOutNote,Loan Out Information,"",Note,"",loanOutNote,string,n,n,n/a,"","",loanout loanOutNote,""
fcart loanout ns2:loansout_common loanGroup,fcart,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanGroup,Loan Out Information,Loan status,Loan status group,loanStatusGroupList > loanStatusGroup,loanGroup,string,n,n,y,vocabulary: deaccessionapprovalgroup,"",loanout loanGroup,""
fcart loanout ns2:loansout_common loanIndividual,fcart,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanIndividual,Loan Out Information,Loan status,Loan status individual,loanStatusGroupList > loanStatusGroup,loanIndividual,string,n,n,y,authority: person/local,"",loanout loanIndividual,""
fcart loanout ns2:loansout_common loanStatus,fcart,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanStatus,Loan Out Information,Loan status,Loan status,loanStatusGroupList > loanStatusGroup,loanStatus,string,n,n,y,vocabulary: loanoutstatus,"",loanout loanStatus,""
fcart loanout ns2:loansout_common loanStatusDate,fcart,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanStatusDate,Loan Out Information,Loan status,Loan status date,loanStatusGroupList > loanStatusGroup,loanStatusDate,date,n,n,y,"","",loanout loanStatusDate,""
fcart loanout ns2:loansout_common loanStatusNote,fcart,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanStatusNote,Loan Out Information,Loan status,Loan status note,loanStatusGroupList > loanStatusGroup,loanStatusNote,string,n,n,y,"","",loanout loanStatusNote,""
fcart loanout ns2:loansout_common loanOutDate,fcart,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanOutDate,Loan Out Information,"",Loan out date,"",loanOutDate,date,n,n,n/a,"","",loanout loanOutDate,""
fcart loanout ns2:loansout_common loanReturnDate,fcart,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanReturnDate,Loan Out Information,"",Loan return date,"",loanReturnDate,date,n,n,n/a,"","",loanout loanReturnDate,""
fcart loanout ns2:loansout_common loanRenewalApplicationDate,fcart,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.loanRenewalApplicationDate,Loan Out Information,"",Loan renewal application date,"",loanRenewalApplicationDate,date,n,n,n/a,"","",loanout loanRenewalApplicationDate,""
fcart loanout ns2:loansout_common creditLine,fcart,loanout,ns2:loansout_common,ns2:loansout_common,loansout_common.creditLine,Loan Out Information,"",Credit line,"",creditLine,string,n,n,n/a,"","",loanout creditLine,""
fcart location ns2:locations_common termDisplayName,fcart,location,ns2:locations_common,ns2:locations_common,locations_common.termDisplayName,Storage Location Information,Term,Term display name,locTermGroupList > locTermGroup,termDisplayName,string,y,n,y,"","",location termDisplayName,""
fcart location ns2:locations_common termName,fcart,location,ns2:locations_common,ns2:locations_common,locations_common.termName,Storage Location Information,Term,Term name,locTermGroupList > locTermGroup,termName,string,n,n,y,"","",location termName,""
fcart location ns2:locations_common termQualifier,fcart,location,ns2:locations_common,ns2:locations_common,locations_common.termQualifier,Storage Location Information,Term,Term qualifier,locTermGroupList > locTermGroup,termQualifier,string,n,n,y,"","",location termQualifier,""
fcart location ns2:locations_common termStatus,fcart,location,ns2:locations_common,ns2:locations_common,locations_common.termStatus,Storage Location Information,Term,Term status,locTermGroupList > locTermGroup,termStatus,string,n,n,y,option list: locationTermStatuses,"accepted, provisional, rejected, under review",location termStatus,""
fcart location ns2:locations_common termType,fcart,location,ns2:locations_common,ns2:locations_common,locations_common.termType,Storage Location Information,Term,Term type,locTermGroupList > locTermGroup,termType,string,n,n,y,option list: locationTermTypes,"alternate descriptor, descriptor, used for term",location termType,""
fcart location ns2:locations_common termFlag,fcart,location,ns2:locations_common,ns2:locations_common,locations_common.termFlag,Storage Location Information,Term,Term flag,locTermGroupList > locTermGroup,termFlag,string,n,n,y,vocabulary: locationtermflag,"",location termFlag,""
fcart location ns2:locations_common termLanguage,fcart,location,ns2:locations_common,ns2:locations_common,locations_common.termLanguage,Storage Location Information,Term,Term language,locTermGroupList > locTermGroup,termLanguage,string,n,n,y,vocabulary: languages,"",location termLanguage,""
fcart location ns2:locations_common termPrefForLang,fcart,location,ns2:locations_common,ns2:locations_common,locations_common.termPrefForLang,Storage Location Information,Term,Term preferred for lang,locTermGroupList > locTermGroup,termPrefForLang,boolean,n,n,y,"","",location termPrefForLang,""
fcart location ns2:locations_common termSource,fcart,location,ns2:locations_common,ns2:locations_common,locations_common.termSource,Storage Location Information,Term > Source,Term source name,locTermGroupList > locTermGroup,termSource,string,n,n,y,authority: citation/local; authority: citation/worldcat,"",location termSource,""
fcart location ns2:locations_common termSourceDetail,fcart,location,ns2:locations_common,ns2:locations_common,locations_common.termSourceDetail,Storage Location Information,Term > Source,Term source detail,locTermGroupList > locTermGroup,termSourceDetail,string,n,n,y,"","",location termSourceDetail,""
fcart location ns2:locations_common termSourceID,fcart,location,ns2:locations_common,ns2:locations_common,locations_common.termSourceID,Storage Location Information,Term > Source,Term source ID,locTermGroupList > locTermGroup,termSourceID,string,n,n,y,"","",location termSourceID,""
fcart location ns2:locations_common termSourceNote,fcart,location,ns2:locations_common,ns2:locations_common,locations_common.termSourceNote,Storage Location Information,Term > Source,Term source note,locTermGroupList > locTermGroup,termSourceNote,string,n,n,y,"","",location termSourceNote,""
fcart location ns2:locations_common locationType,fcart,location,ns2:locations_common,ns2:locations_common,locations_common.locationType,Storage Location Information,"",Storage location type,"",locationType,string,n,n,n/a,vocabulary: locationtype,"",location locationType,""
fcart location ns2:locations_common securityNote,fcart,location,ns2:locations_common,ns2:locations_common,locations_common.securityNote,Storage Location Information,"",Security note,"",securityNote,string,n,n,n/a,"","",location securityNote,""
fcart location ns2:locations_common address,fcart,location,ns2:locations_common,ns2:locations_common,locations_common.address,Storage Location Information,"",Address,"",address,string,n,n,n/a,"","",location address,""
fcart location ns2:locations_common accessNote,fcart,location,ns2:locations_common,ns2:locations_common,locations_common.accessNote,Storage Location Information,"",Access note,"",accessNote,string,n,n,n/a,"","",location accessNote,""
fcart location ns2:locations_common conditionNote,fcart,location,ns2:locations_common,ns2:locations_common,locations_common.conditionNote,Storage Location Information,Condition note,Condition note,conditionGroupList > conditionGroup,conditionNote,string,n,n,y,"","",location conditionNote,""
fcart location ns2:locations_common conditionNoteDate,fcart,location,ns2:locations_common,ns2:locations_common,locations_common.conditionNoteDate,Storage Location Information,Condition note,Condition note date,conditionGroupList > conditionGroup,conditionNoteDate,date,n,n,y,"","",location conditionNoteDate,""
fcart media ns2:media_common identificationNumber,fcart,media,ns2:media_common,ns2:media_common,media_common.identificationNumber,Media Handling Information,"",Identification number,"",identificationNumber,string,y,n,n/a,"","",media identificationNumber,""
fcart media ns2:media_common title,fcart,media,ns2:media_common,ns2:media_common,media_common.title,Media Handling Information,"",Title,"",title,string,n,n,n/a,"","",media title,""
fcart media ns2:media_common publishTo,fcart,media,ns2:media_common,ns2:media_common,media_common.publishTo,Media Handling Information,"",Publish to,publishToList,publishTo,string,n,y,n,vocabulary: publishto,"",media publishTo,""
fcart media ns2:blobs_common name,fcart,media,ns2:blobs_common,ns2:blobs_common,blobs_common.name,Media Handling Information,File Information,Name,"",name,string,n,n,n/a,"","",media name,""
fcart media ns2:blobs_common mimeType,fcart,media,ns2:blobs_common,ns2:blobs_common,blobs_common.mimeType,Media Handling Information,File Information,Type,"",mimeType,string,n,n,n/a,"","",media mimeType,""
fcart media ns2:blobs_common length,fcart,media,ns2:blobs_common,ns2:blobs_common,blobs_common.length,Media Handling Information,File Information,Size,"",length,string,n,n,n/a,"","",media length,""
fcart media ns2:media_common externalUrl,fcart,media,ns2:media_common,ns2:media_common,media_common.externalUrl,Media Handling Information,"",External URL,"",externalUrl,string,n,n,n/a,"","",media externalUrl,""
fcart media ext.dimension measuredPart,fcart,media,ns2:media_common,ext.dimension,ext.dimension.measuredPart,Media Handling Information,Dimensions,Measured part,measuredPartGroupList > measuredPartGroup,measuredPart,string,n,n,y,option list: measuredParts,"base, columnsperpage, components, diameter, folios, footprint, frame, image, interior, leaves, lid, linesperpage, mat, mount, overall, panel, paper, patternrepeat, plate, platemark, secondarysupport, sheet, stories, tessera, unframed",media measuredPart,""
fcart media ext.dimension dimensionSummary,fcart,media,ns2:media_common,ext.dimension,ext.dimension.dimensionSummary,Media Handling Information,Dimensions,Dimension summary,measuredPartGroupList > measuredPartGroup,dimensionSummary,string,n,n,y,"","",media dimensionSummary,""
fcart media ext.dimension dimension,fcart,media,ns2:media_common,ext.dimension,ext.dimension.dimension,Media Handling Information,Dimensions > Measurement,Measurement dimension,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,dimension,string,n,n,y,option list: dimensions,"area, base, circumference, count, depth, diameter, format, height, length, runningtime, scale, shape, size, stories, target, volume, weight, width",media dimension,""
fcart media ext.dimension measuredBy,fcart,media,ns2:media_common,ext.dimension,ext.dimension.measuredBy,Media Handling Information,Dimensions > Measurement,Measured by,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measuredBy,string,n,n,y,authority: person/local; authority: organization/local,"",media measuredBy,""
fcart media ext.dimension measurementMethod,fcart,media,ns2:media_common,ext.dimension,ext.dimension.measurementMethod,Media Handling Information,Dimensions > Measurement,Measurement method,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementMethod,string,n,n,y,option list: measurementMethods,"balance_beam_scale, electronic_distance_measurement, goniometer, hydraulic_or_pneumatic_scale, measuring_tape_cloth, measuring_tape_metal, microscopy_reticule, odometer, optical_range_finder, osteometric_board, pacing_pedometer, protractor, ruler, sliding_calipers, spreading_calipers, spring_scale, stadia_transit, standard_mesh_screen, taping_chaining, theodolite_total_station",media measurementMethod,""
fcart media ext.dimension value,fcart,media,ns2:media_common,ext.dimension,ext.dimension.value,Media Handling Information,Dimensions > Measurement,Measurement value,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,value,float,n,n,y,"","",media value,""
fcart media ext.dimension measurementUnit,fcart,media,ns2:media_common,ext.dimension,ext.dimension.measurementUnit,Media Handling Information,Dimensions > Measurement,Measurement unit,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,measurementUnit,string,n,n,y,option list: measurementUnits,"carats, centimeters, cubic-centimeters, feet, gigabytes, inches, kilograms, liters, megabytes, meters, millimeters, minutes, pixels, pounds, square-feet, stories",media measurementUnit,""
fcart media ext.dimension valueQualifier,fcart,media,ns2:media_common,ext.dimension,ext.dimension.valueQualifier,Media Handling Information,Dimensions > Measurement,Measurement qualifier,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueQualifier,string,n,n,y,"","",media valueQualifier,""
fcart media ext.dimension valueDate,fcart,media,ns2:media_common,ext.dimension,ext.dimension.valueDate,Media Handling Information,Dimensions > Measurement,Measurement date,measuredPartGroupList > measuredPartGroup > dimensionSubGroupList > dimensionSubGroup,valueDate,date,n,n,y,"","",media valueDate,""
fcart media ext.dimension measuredPartNote,fcart,media,ns2:media_common,ext.dimension,ext.dimension.measuredPartNote,Media Handling Information,Dimensions,Dimension note,measuredPartGroupList > measuredPartGroup,measuredPartNote,string,n,n,y,"","",media measuredPartNote,""
fcart media ns2:media_common checksumValue,fcart,media,ns2:media_common,ns2:media_common,media_common.checksumValue,Media Handling Information,Checksum,Checksum value,checksumGroupList > checksumGroup,checksumValue,string,n,n,y,"","",media checksumValue,""
fcart media ns2:media_common checksumType,fcart,media,ns2:media_common,ns2:media_common,media_common.checksumType,Media Handling Information,Checksum,Checksum type,checksumGroupList > checksumGroup,checksumType,string,n,n,y,vocabulary: checksumtypes,"",media checksumType,""
fcart media ns2:media_common checksumDate,fcart,media,ns2:media_common,ns2:media_common,media_common.checksumDate,Media Handling Information,Checksum,Checksum date,checksumGroupList > checksumGroup,checksumDate,date,n,n,y,"","",media checksumDate,""
fcart media ns2:media_common contributor,fcart,media,ns2:media_common,ns2:media_common,media_common.contributor,Media Handling Information,"",Contributor,"",contributor,string,n,n,n/a,authority: person/local; authority: organization/local,"",media contributor,""
fcart media ns2:media_common creator,fcart,media,ns2:media_common,ns2:media_common,media_common.creator,Media Handling Information,"",Creator,"",creator,string,n,n,n/a,authority: person/local; authority: organization/local,"",media creator,""
fcart media ns2:media_common language,fcart,media,ns2:media_common,ns2:media_common,media_common.language,Media Handling Information,"",Language,languageList,language,string,n,y,n,vocabulary: languages,"",media language,""
fcart media ns2:media_common publisher,fcart,media,ns2:media_common,ns2:media_common,media_common.publisher,Media Handling Information,"",Publisher,"",publisher,string,n,n,n/a,authority: person/local; authority: organization/local,"",media publisher,""
fcart media ns2:media_common relation,fcart,media,ns2:media_common,ns2:media_common,media_common.relation,Media Handling Information,"",Relation,relationList,relation,string,n,y,n,"","",media relation,""
fcart media ns2:media_common copyrightStatement,fcart,media,ns2:media_common,ns2:media_common,media_common.copyrightStatement,Media Handling Information,"",Copyright statement,"",copyrightStatement,string,n,n,n/a,"","",media copyrightStatement,""
fcart media ns2:media_common type,fcart,media,ns2:media_common,ns2:media_common,media_common.type,Media Handling Information,"",Type,typeList,type,string,n,y,n,option list: mediaTypes,"dataset, document, moving_image, sound, still_image",media type,""
fcart media ns2:media_common coverage,fcart,media,ns2:media_common,ns2:media_common,media_common.coverage,Media Handling Information,"",Coverage,"",coverage,string,n,n,n/a,"","",media coverage,""
fcart media ns2:media_common dateGroup,fcart,media,ns2:media_common,ns2:media_common,media_common.dateGroup,Media Handling Information,"",Date,dateGroupList,dateGroup,structured date group,n,y,n,"","",media dateGroup,""
fcart media ns2:media_common source,fcart,media,ns2:media_common,ns2:media_common,media_common.source,Media Handling Information,"",Source,"",source,string,n,n,n/a,"","",media source,""
fcart media ns2:media_common subject,fcart,media,ns2:media_common,ns2:media_common,media_common.subject,Media Handling Information,"",Subject,subjectList,subject,string,n,y,n,"","",media subject,""
fcart media ns2:media_common rightsHolder,fcart,media,ns2:media_common,ns2:media_common,media_common.rightsHolder,Media Handling Information,"",Rights holder,"",rightsHolder,string,n,n,n/a,authority: person/local; authority: organization/local,"",media rightsHolder,""
fcart media ns2:media_common description,fcart,media,ns2:media_common,ns2:media_common,media_common.description,Media Handling Information,"",Description,"",description,string,n,n,n/a,"","",media description,""
fcart media ns2:media_common altText,fcart,media,ns2:media_common,ns2:media_common,media_common.altText,Media Handling Information,"",Alt text,"",altText,string,n,n,n/a,"","",media altText,""
fcart media not-mapped mediaFileURI,fcart,media,not-mapped,not-mapped,not-mapped.mediaFileURI,"","","","",mediaFileURI,string,n,n,n/a,"","",media mediaFileURI,""
fcart movement ns2:movements_common movementReferenceNumber,fcart,movement,ns2:movements_common,ns2:movements_common,movements_common.movementReferenceNumber,Object Location Information,"",Reference number,"",movementReferenceNumber,string,n,n,n/a,"","",movement movementReferenceNumber,""
fcart movement ns2:movements_common normalLocation,fcart,movement,ns2:movements_common,ns2:movements_common,movements_common.normalLocation,Object Location Information,"",Normal location,"",normalLocation,string,n,n,n/a,authority: location/local; authority: location/offsite; authority: organization/local; authority: place/local,"",movement normalLocation,""
fcart movement ns2:movements_common currentLocation,fcart,movement,ns2:movements_common,ns2:movements_common,movements_common.currentLocation,Object Location Information,Current location,Current location,"",currentLocation,string,y,n,n/a,authority: location/local; authority: location/offsite; authority: organization/local; authority: place/local,"",movement currentLocation,""
fcart movement ns2:movements_common currentLocationFitness,fcart,movement,ns2:movements_common,ns2:movements_common,movements_common.currentLocationFitness,Object Location Information,Current location,Current location fitness,"",currentLocationFitness,string,n,n,n/a,option list: locationFitnesses,"dangerous, suitable, temporary, unsuitable",movement currentLocationFitness,""
fcart movement ns2:movements_common currentLocationNote,fcart,movement,ns2:movements_common,ns2:movements_common,movements_common.currentLocationNote,Object Location Information,Current location,Current location note,"",currentLocationNote,string,n,n,n/a,"","",movement currentLocationNote,""
fcart movement ns2:movements_common locationDate,fcart,movement,ns2:movements_common,ns2:movements_common,movements_common.locationDate,Object Location Information,"",Location date,"",locationDate,date,n,n,n/a,"","",movement locationDate,""
fcart movement ns2:movements_common reasonForMove,fcart,movement,ns2:movements_common,ns2:movements_common,movements_common.reasonForMove,Movement Information,"",Reason for move,"",reasonForMove,string,n,n,n/a,option list: moveReasons,"collections-facility-move, conservation, exhibition, inventory, loan, newstoragelocation, photography, research",movement reasonForMove,""
fcart movement ns2:movements_common movementMethod,fcart,movement,ns2:movements_common,ns2:movements_common,movements_common.movementMethod,Movement Information,"",Movement method,movementMethods,movementMethod,string,n,y,n,option list: moveMethods,"forklift, handcarried, trolley",movement movementMethod,""
fcart movement ns2:movements_common plannedRemovalDate,fcart,movement,ns2:movements_common,ns2:movements_common,movements_common.plannedRemovalDate,Movement Information,"",Planned removal date,"",plannedRemovalDate,date,n,n,n/a,"","",movement plannedRemovalDate,""
fcart movement ns2:movements_common removalDate,fcart,movement,ns2:movements_common,ns2:movements_common,movements_common.removalDate,Movement Information,"",Removal date,"",removalDate,date,n,n,n/a,"","",movement removalDate,""
fcart movement ns2:movements_common movementContact,fcart,movement,ns2:movements_common,ns2:movements_common,movements_common.movementContact,Movement Information,"",Movement contact,"",movementContact,string,n,n,n/a,authority: person/local,"",movement movementContact,""
fcart movement ns2:movements_common movementNote,fcart,movement,ns2:movements_common,ns2:movements_common,movements_common.movementNote,Movement Information,"",Movement note,"",movementNote,string,n,n,n/a,"","",movement movementNote,""
fcart movement ns2:movements_common inventoryActionRequired,fcart,movement,ns2:movements_common,ns2:movements_common,movements_common.inventoryActionRequired,Inventory Information,"",Inventory action required,"",inventoryActionRequired,string,n,n,n/a,option list: invActions,"conservation, preservation, re-housing",movement inventoryActionRequired,""
fcart movement ns2:movements_common frequencyForInventory,fcart,movement,ns2:movements_common,ns2:movements_common,movements_common.frequencyForInventory,Inventory Information,"",Inventory frequency,"",frequencyForInventory,string,n,n,n/a,option list: invFreqs,"annually, daily, monthly, semi-annually, weekly",movement frequencyForInventory,""
fcart movement ns2:movements_common inventoryDate,fcart,movement,ns2:movements_common,ns2:movements_common,movements_common.inventoryDate,Inventory Information,"",Inventory date,"",inventoryDate,date,n,n,n/a,"","",movement inventoryDate,""
fcart movement ns2:movements_common nextInventoryDate,fcart,movement,ns2:movements_common,ns2:movements_common,movements_common.nextInventoryDate,Inventory Information,"",Next inventory date,"",nextInventoryDate,date,n,n,n/a,"","",movement nextInventoryDate,""
fcart movement ns2:movements_common inventoryContact,fcart,movement,ns2:movements_common,ns2:movements_common,movements_common.inventoryContact,Inventory Information,"",Inventory contact,inventoryContactList,inventoryContact,string,n,y,n,authority: person/local,"",movement inventoryContact,""
fcart movement ns2:movements_common inventoryNote,fcart,movement,ns2:movements_common,ns2:movements_common,movements_common.inventoryNote,Inventory Information,"",Inventory note,"",inventoryNote,string,n,n,n/a,"","",movement inventoryNote,""
fcart objectexit ns2:objectexit_common exitNumber,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.exitNumber,Object Exit Information,"",Exit number,"",exitNumber,string,y,n,n/a,"","",objectexit exitNumber,""
fcart objectexit ns2:objectexit_common exitDateGroup,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.exitDateGroup,Object Exit Information,"",Exit date,"",exitDateGroup,structured date group,n,n,n/a,"","",objectexit exitDateGroup,""
fcart objectexit ns2:objectexit_common exitReason,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.exitReason,Object Exit Information,"",Exit reason,"",exitReason,string,n,n,n/a,option list: exitReasons,"deaccession, disposal, returnofloan",objectexit exitReason,""
fcart objectexit ns2:objectexit_common exitMethod,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.exitMethod,Object Exit Information,"",Exit method,exitMethods,exitMethod,string,n,y,n,option list: exitMethods,"courier, inperson, post",objectexit exitMethod,""
fcart objectexit ns2:objectexit_common exitQuantity,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.exitQuantity,Object Exit Information,"",Exit quantity,"",exitQuantity,integer,n,n,n/a,"","",objectexit exitQuantity,""
fcart objectexit ns2:objectexit_common currentOwner,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.currentOwner,Object Exit Information,"",Current owner,"",currentOwner,string,n,n,n/a,authority: person/local; authority: organization/local,"",objectexit currentOwner,""
fcart objectexit ns2:objectexit_common depositor,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.depositor,Object Exit Information,"",Depositor,"",depositor,string,n,n,n/a,authority: person/local; authority: organization/local,"",objectexit depositor,""
fcart objectexit ns2:objectexit_common exitNote,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.exitNote,Object Exit Information,"",Exit note,"",exitNote,string,n,n,n/a,"","",objectexit exitNote,""
fcart objectexit ns2:objectexit_common packingNote,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.packingNote,Object Exit Information,"",Packing note,"",packingNote,string,n,n,n/a,"","",objectexit packingNote,""
fcart objectexit ns2:objectexit_common displosalNewObjectNumber,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.displosalNewObjectNumber,Deaccession and Disposal Information,"",Disposal new object number,"",displosalNewObjectNumber,string,n,n,n/a,"","",objectexit displosalNewObjectNumber,""
fcart objectexit ns2:objectexit_common deaccessionAuthorizer,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.deaccessionAuthorizer,Deaccession and Disposal Information,"",Deaccession authorizer,"",deaccessionAuthorizer,string,n,n,n/a,authority: person/local,"",objectexit deaccessionAuthorizer,""
fcart objectexit ns2:objectexit_common authorizationDate,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.authorizationDate,Deaccession and Disposal Information,"",Authorization date,"",authorizationDate,date,n,n,n/a,"","",objectexit authorizationDate,""
fcart objectexit ns2:objectexit_common deaccessionApprovalGroup,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.deaccessionApprovalGroup,Deaccession and Disposal Information,Deaccession approval,Deaccession approval group,deacApprovalGroupList > deacApprovalGroup,deaccessionApprovalGroup,string,n,n,y,vocabulary: deaccessionapprovalgroup,"",objectexit deaccessionApprovalGroup,""
fcart objectexit ns2:objectexit_common deaccessionApprovalIndividual,fcart,objectexit,ns2:objectexit_common,ns2:objectexit_common,objectexit_common.deaccessionApprovalIndividual,Deaccession and Disposal Information,Deaccession approval,Deaccession approval individual,deacApprovalGroupList > deacApprovalGroup,deaccessionApprovalIndividual,string,n,n,y,authority: person/local,"",objectexit deaccessionApprovalIndividual,""
